Year,Job Category,Job Title,Salary (USD),Country Code,Location Group,Experience Level,Employment Type,Work Model
2024,Data Engineer,Data Engineer,148100,United States,Global,Mid-level,Full-time,Remote
2024,Data Engineer,Data Engineer,98700,United States,Global,Mid-level,Full-time,Remote
2024,Data Scientist,Data Scientist,140032,United States,Global,Senior-level,Full-time,Remote
2024,Data Scientist,Data Scientist,100022,United States,Global,Senior-level,Full-time,Remote
2024,Other,BI Developer,120000,United States,Global,Mid-level,Full-time,On-site
2024,Other,BI Developer,62100,United States,Global,Mid-level,Full-time,On-site
2024,Data Analyst,Research Analyst,250000,United States,Global,Entry-level,Full-time,On-site
2024,Data Analyst,Research Analyst,150000,United States,Global,Entry-level,Full-time,On-site
2024,Data Engineer,Data Engineer,219650,United States,Global,Executive-level,Full-time,Remote
2024,Data Engineer,Data Engineer,136000,United States,Global,Executive-level,Full-time,Remote
2024,Other,Business Intelligence Developer,87800,United States,Global,Mid-level,Full-time,On-site
2024,Other,Business Intelligence Developer,76300,United States,Global,Mid-level,Full-time,On-site
2024,Data Scientist,Data Scientist,148100,United States,Global,Mid-level,Full-time,Remote
2024,Data Scientist,Data Scientist,98700,United States,Global,Mid-level,Full-time,Remote
2024,Data Engineer,Data Engineer,145500,United States,Global,Mid-level,Full-time,On-site
2024,Data Engineer,Data Engineer,93000,United States,Global,Mid-level,Full-time,On-site
2024,Data Scientist,Data Scientist,85000,United States,Global,Mid-level,Full-time,On-site
2024,Data Scientist,Data Scientist,75000,United States,Global,Mid-level,Full-time,On-site
2024,Data Scientist,Data Scientist,105000,United States,Global,Mid-level,Full-time,On-site
2024,Data Scientist,Data Scientist,70000,United States,Global,Mid-level,Full-time,On-site
2024,Data Engineer,Data Engineer,204662,United States,Global,Senior-level,Full-time,On-site
2024,Data Engineer,Data Engineer,184662,United States,Global,Senior-level,Full-time,On-site
2024,Data Scientist,Data Scientist,179000,United States,Global,Mid-level,Full-time,On-site
2024,Data Scientist,Data Scientist,112000,United States,Global,Mid-level,Full-time,On-site
2024,Data Analyst,Data Analyst,115000,United States,Global,Entry-level,Full-time,On-site
2024,Data Analyst,Data Analyst,85000,United States,Global,Entry-level,Full-time,On-site
2024,Data Scientist,Director of Data Science,225000,United States,Global,Executive-level,Full-time,On-site
2024,Data Scientist,Director of Data Science,180000,United States,Global,Executive-level,Full-time,On-site
2024,ML/AI Engineer,MLOps Engineer,175000,United States,Global,Senior-level,Full-time,On-site
2024,ML/AI Engineer,MLOps Engineer,110000,United States,Global,Senior-level,Full-time,On-site
2024,Data Scientist,Machine Learning Scientist,252000,United States,Global,Senior-level,Full-time,On-site
2024,Data Scientist,Machine Learning Scientist,157500,United States,Global,Senior-level,Full-time,On-site
2024,ML/AI Engineer,Machine Learning Engineer,267900,United States,Global,Senior-level,Full-time,On-site
2024,ML/AI Engineer,Machine Learning Engineer,234700,United States,Global,Senior-level,Full-time,On-site
2024,Data Analyst,Data Analyst,195500,United States,Global,Entry-level,Full-time,On-site
2024,Data Analyst,Data Analyst,68000,United States,Global,Entry-level,Full-time,On-site
2024,Data Scientist,Data Science Manager,120000,United States,Global,Senior-level,Full-time,Remote
2024,Data Scientist,Data Science Manager,90000,United States,Global,Senior-level,Full-time,Remote
2024,Data Scientist,Data Scientist,242000,United States,Global,Senior-level,Full-time,On-site
2024,Data Scientist,Data Scientist,106200,United States,Global,Senior-level,Full-time,On-site
2024,ML/AI Engineer,Machine Learning Engineer,215000,United States,Global,Senior-level,Full-time,On-site
2024,ML/AI Engineer,Machine Learning Engineer,146900,United States,Global,Senior-level,Full-time,On-site
2024,Data Scientist,Applied Scientist,222200,United States,Global,Mid-level,Full-time,On-site
2024,Data Scientist,Applied Scientist,136000,United States,Global,Mid-level,Full-time,On-site
2024,Data Scientist,Data Scientist,246000,United States,Global,Mid-level,Full-time,Remote
2024,Data Scientist,Data Scientist,190000,United States,Global,Mid-level,Full-time,Remote
2024,Data Engineer,Data Engineer,165000,United States,Global,Mid-level,Full-time,Remote
2024,Data Engineer,Data Engineer,129600,United States,Global,Mid-level,Full-time,Remote
2024,Data Analyst,Business Intelligence Analyst,200400,United States,Global,Mid-level,Full-time,On-site
2024,Data Analyst,Business Intelligence Analyst,126900,United States,Global,Mid-level,Full-time,On-site
2024,ML/AI Engineer,Machine Learning Engineer,322000,United States,Global,Senior-level,Full-time,Remote
2024,ML/AI Engineer,Machine Learning Engineer,230000,United States,Global,Senior-level,Full-time,Remote
2024,Data Analyst,Data Analyst,175520,United States,Global,Senior-level,Full-time,On-site
2024,Data Analyst,Data Analyst,103786,United States,Global,Senior-level,Full-time,On-site
2024,Data Analyst,Analytics Engineer,170000,United States,Global,Senior-level,Full-time,Remote
2024,Data Analyst,Analytics Engineer,130000,United States,Global,Senior-level,Full-time,Remote
2024,Data Scientist,Data Scientist,195000,United States,Global,Senior-level,Full-time,On-site
2024,Data Scientist,Data Scientist,146900,United States,Global,Senior-level,Full-time,On-site
2024,Data Scientist,Data Scientist,170400,United States,Global,Mid-level,Full-time,Remote
2024,Data Scientist,Data Scientist,106500,United States,Global,Mid-level,Full-time,Remote
2024,Data Analyst,Data Analyst,134500,United States,Global,Mid-level,Full-time,On-site
2024,Data Analyst,Data Analyst,100000,United States,Global,Mid-level,Full-time,On-site
2024,Data Engineer,Data Engineer,159000,United States,Global,Mid-level,Full-time,On-site
2024,Data Engineer,Data Engineer,111300,United States,Global,Mid-level,Full-time,On-site
2024,ML/AI Engineer,Machine Learning Engineer,173400,United States,Global,Mid-level,Full-time,On-site
2024,ML/AI Engineer,Machine Learning Engineer,99100,United States,Global,Mid-level,Full-time,On-site
2024,Other,Business Intelligence Engineer,185000,United States,Global,Senior-level,Full-time,On-site
2024,Other,Business Intelligence Engineer,79600,United States,Global,Senior-level,Full-time,On-site
2024,Data Scientist,Data Science,323700,United States,Global,Executive-level,Full-time,Remote
2024,Data Scientist,Data Science,190500,United States,Global,Executive-level,Full-time,Remote
2024,Data Scientist,Data Scientist,218000,United States,Global,Senior-level,Full-time,On-site
2024,Data Scientist,Data Scientist,145000,United States,Global,Senior-level,Full-time,On-site
2024,Data Scientist,Research Scientist,258100,United States,Global,Senior-level,Full-time,On-site
2024,Data Scientist,Research Scientist,151900,United States,Global,Senior-level,Full-time,On-site
2024,Data Scientist,Data Science,179000,United States,Global,Mid-level,Full-time,On-site
2024,Data Scientist,Data Science,106500,United States,Global,Mid-level,Full-time,On-site
2024,Data Scientist,Data Scientist,212800,United States,Global,Mid-level,Full-time,On-site
2024,Data Scientist,Data Scientist,111600,United States,Global,Mid-level,Full-time,On-site
2024,ML/AI Engineer,Machine Learning Engineer,166700,United States,Global,Senior-level,Full-time,Remote
2024,ML/AI Engineer,Machine Learning Engineer,150000,United States,Global,Senior-level,Full-time,Remote
2024,ML/AI Engineer,Machine Learning Engineer,220000,United States,Global,Senior-level,Full-time,On-site
2024,ML/AI Engineer,Machine Learning Engineer,170000,United States,Global,Senior-level,Full-time,On-site
2024,ML/AI Engineer,Machine Learning Engineer,418000,United States,Global,Senior-level,Full-time,Remote
2024,ML/AI Engineer,Machine Learning Engineer,141000,United States,Global,Senior-level,Full-time,Remote
2024,Other,Research Engineer,440000,United States,Global,Senior-level,Full-time,On-site
2024,Other,Research Engineer,100000,United States,Global,Senior-level,Full-time,On-site
2024,Data Scientist,Managing Director Data Science,260000,United States,Global,Executive-level,Full-time,Hybrid
2024,Data Scientist,Data Scientist,246100,United States,Global,Executive-level,Full-time,On-site
2024,Data Scientist,Data Scientist,181900,United States,Global,Executive-level,Full-time,On-site
2024,ML/AI Engineer,Machine Learning Engineer,91000,United States,Global,Entry-level,Full-time,On-site
2024,ML/AI Engineer,Machine Learning Engineer,70000,United States,Global,Entry-level,Full-time,On-site
2024,Other,Business Intelligence Developer,177500,United States,Global,Executive-level,Full-time,On-site
2024,Other,Business Intelligence Developer,117500,United States,Global,Executive-level,Full-time,On-site
2024,Data Analyst,Business Intelligence Analyst,95000,United States,Global,Entry-level,Full-time,On-site
2024,Data Analyst,Business Intelligence Analyst,70000,United States,Global,Entry-level,Full-time,On-site
2024,Data Scientist,Data Science,258720,United States,Global,Senior-level,Full-time,On-site
2024,Data Scientist,Data Science,160000,United States,Global,Senior-level,Full-time,On-site
2024,Other,BI Developer,154800,United States,Global,Mid-level,Full-time,On-site
2024,Other,BI Developer,76300,United States,Global,Mid-level,Full-time,On-site
2024,ML/AI Engineer,AI Engineer,170200,United States,Global,Mid-level,Full-time,On-site
2024,ML/AI Engineer,AI Engineer,83900,United States,Global,Mid-level,Full-time,On-site
2024,Data Engineer,Data Engineer,205000,United States,Global,Senior-level,Full-time,Remote
2024,Data Engineer,Data Engineer,165000,United States,Global,Senior-level,Full-time,Remote
2024,Data Scientist,Data Scientist,250000,United States,Global,Mid-level,Full-time,On-site
2024,Data Scientist,Data Scientist,131600,United States,Global,Mid-level,Full-time,On-site
2024,Data Scientist,Data Scientist,240000,United States,Global,Senior-level,Full-time,On-site
2024,Data Scientist,Data Scientist,187000,United States,Global,Senior-level,Full-time,On-site
2024,Data Engineer,Data Engineer,134600,United States,Global,Mid-level,Full-time,On-site
2024,Data Engineer,Data Engineer,103000,United States,Global,Mid-level,Full-time,On-site
2024,ML/AI Engineer,Machine Learning Engineer,324000,United States,Global,Senior-level,Full-time,On-site
2024,ML/AI Engineer,Machine Learning Engineer,159000,United States,Global,Senior-level,Full-time,On-site
2024,Data Engineer,Data Engineer,385000,United States,Global,Senior-level,Full-time,On-site
2024,Data Engineer,Data Engineer,245000,United States,Global,Senior-level,Full-time,On-site
2024,Data Scientist,Data Scientist,385000,United States,Global,Mid-level,Full-time,On-site
2024,Data Scientist,Data Scientist,245000,United States,Global,Mid-level,Full-time,On-site
2024,Data Engineer,Data Engineer,214300,United States,Global,Mid-level,Full-time,On-site
2024,Data Engineer,Data Engineer,108500,United States,Global,Mid-level,Full-time,On-site
2024,ML/AI Engineer,Machine Learning Engineer,245700,United States,Global,Senior-level,Full-time,On-site
2024,ML/AI Engineer,Machine Learning Engineer,132300,United States,Global,Senior-level,Full-time,On-site
2024,Other,Data Specialist,80000,United States,Global,Mid-level,Full-time,On-site
2024,Other,Data Specialist,73000,United States,Global,Mid-level,Full-time,On-site
2024,ML/AI Engineer,Machine Learning Engineer,263500,United States,Global,Senior-level,Full-time,Remote
2024,ML/AI Engineer,Machine Learning Engineer,189360,United States,Global,Senior-level,Full-time,Remote
2024,Data Architect,Data Architect,175000,United States,Global,Senior-level,Full-time,Remote
2024,Data Architect,Data Architect,125000,United States,Global,Senior-level,Full-time,Remote
2024,Data Scientist,Data Science,175762,United States,Global,Executive-level,Full-time,On-site
2024,Data Scientist,Data Science,97254,United States,Global,Executive-level,Full-time,On-site
2024,Data Scientist,Applied Scientist,218213,United States,Global,Senior-level,Full-time,Remote
2024,Data Scientist,Applied Scientist,178538,United States,Global,Senior-level,Full-time,Remote
2024,Other,Research Engineer,440000,United States,Global,Mid-level,Full-time,On-site
2024,Other,Research Engineer,295000,United States,Global,Mid-level,Full-time,On-site
2024,Other,Research Engineer,118600,United States,Global,Mid-level,Full-time,On-site
2024,Other,Research Engineer,96800,United States,Global,Mid-level,Full-time,On-site
2024,Data Scientist,Data Scientist,198800,United States,Global,Mid-level,Full-time,On-site
2024,Data Scientist,Data Scientist,90700,United States,Global,Mid-level,Full-time,On-site
2024,Data Engineer,Data Engineer,145000,United States,Global,Senior-level,Full-time,On-site
2024,Data Engineer,Data Engineer,115000,United States,Global,Senior-level,Full-time,On-site
2024,Data Engineer,Data Engineer,269100,United States,Global,Senior-level,Full-time,On-site
2024,Data Engineer,Data Engineer,131300,United States,Global,Senior-level,Full-time,On-site
2024,Other,Research Engineer,245000,United States,Global,Mid-level,Full-time,On-site
2024,Data Analyst,Data Analyst,99900,United States,Global,Entry-level,Full-time,On-site
2024,Data Analyst,Data Analyst,83000,United States,Global,Entry-level,Full-time,On-site
2024,Other,Research Engineer,240960,United States,Global,Mid-level,Full-time,On-site
2024,Other,Research Engineer,190000,United States,Global,Mid-level,Full-time,On-site
2024,Data Architect,Data Architect,178600,United States,Global,Senior-level,Full-time,On-site
2024,Data Architect,Data Architect,67200,United States,Global,Senior-level,Full-time,On-site
2024,Other,Data Visualization Specialist,170200,United States,Global,Mid-level,Full-time,On-site
2024,Other,Data Visualization Specialist,83900,United States,Global,Mid-level,Full-time,On-site
2024,Data Analyst,Data Analyst,169000,United States,Global,Senior-level,Full-time,Remote
2024,Data Analyst,Data Analyst,120000,United States,Global,Senior-level,Full-time,Remote
2024,Other,Research Engineer,450000,United States,Global,Senior-level,Full-time,On-site
2024,Other,Research Engineer,245000,United States,Global,Senior-level,Full-time,On-site
2024,Other,ETL Developer,99500,United States,Global,Senior-level,Full-time,On-site
2024,Other,ETL Developer,53300,United States,Global,Senior-level,Full-time,On-site
2024,Other,Research Engineer,240960,United States,Global,Senior-level,Full-time,On-site
2024,Other,Research Engineer,200800,United States,Global,Senior-level,Full-time,On-site
2024,Data Scientist,Data Science Practitioner,170200,United States,Global,Mid-level,Full-time,On-site
2024,Data Scientist,Data Science Practitioner,83900,United States,Global,Mid-level,Full-time,On-site
2024,Data Engineer,Data Engineer,125000,United States,Global,Mid-level,Full-time,Remote
2024,Data Engineer,Data Engineer,115000,United States,Global,Mid-level,Full-time,Remote
2024,Data Scientist,Data Science,261050,United States,Global,Senior-level,Full-time,On-site
2024,Data Scientist,Data Science,187000,United States,Global,Senior-level,Full-time,On-site
2024,ML/AI Engineer,Machine Learning Engineer,331640,United States,Global,Senior-level,Full-time,On-site
2024,ML/AI Engineer,Machine Learning Engineer,283780,United States,Global,Senior-level,Full-time,On-site
2024,Data Analyst,Data Analyst,146500,United States,Global,Senior-level,Full-time,On-site
2024,Data Analyst,Data Analyst,96000,United States,Global,Senior-level,Full-time,On-site
2024,Other,Computer Vision Engineer,235000,United States,Global,Senior-level,Full-time,On-site
2024,Other,Computer Vision Engineer,185000,United States,Global,Senior-level,Full-time,On-site
2024,Data Scientist,Data Scientist,140400,United States,Global,Mid-level,Full-time,Remote
2024,Data Scientist,Data Scientist,90000,United States,Global,Mid-level,Full-time,Remote
2024,Data Scientist,Research Scientist,440000,United States,Global,Senior-level,Full-time,On-site
2024,Data Scientist,Research Scientist,245000,United States,Global,Senior-level,Full-time,On-site
2024,Data Architect,Data Architect,76300,United States,Global,Senior-level,Full-time,On-site
2024,Data Engineer,Data Engineer,260000,United States,Global,Senior-level,Full-time,On-site
2024,Data Engineer,Data Engineer,225000,United States,Global,Senior-level,Full-time,On-site
2024,Data Engineer,Data Engineer,165000,United States,Global,Senior-level,Full-time,On-site
2024,Data Engineer,Data Engineer,137000,United States,Global,Senior-level,Full-time,On-site
2024,Data Scientist,Applied Scientist,260000,United States,Global,Senior-level,Full-time,On-site
2024,Data Scientist,Applied Scientist,136000,United States,Global,Senior-level,Full-time,On-site
2024,Data Scientist,Data Scientist,296100,United States,Global,Senior-level,Full-time,On-site
2024,Data Scientist,Data Scientist,144500,United States,Global,Senior-level,Full-time,On-site
2024,Data Scientist,Research Scientist,278700,United States,Global,Senior-level,Full-time,On-site
2024,Data Scientist,Research Scientist,159300,United States,Global,Senior-level,Full-time,On-site
2024,Data Scientist,Data Scientist,206000,United States,Global,Senior-level,Full-time,Remote
2024,Data Scientist,Data Scientist,140250,United States,Global,Senior-level,Full-time,Remote
2024,Data Analyst,Analytics Engineer,100000,United States,Global,Mid-level,Full-time,On-site
2024,Data Analyst,Analytics Engineer,75000,United States,Global,Mid-level,Full-time,On-site
2024,Manager/Lead,Data Lead,180000,United States,Global,Senior-level,Full-time,On-site
2024,Manager/Lead,Data Lead,140000,United States,Global,Senior-level,Full-time,On-site
2024,Data Analyst,Data Analyst,116800,United States,Global,Senior-level,Full-time,On-site
2024,Data Analyst,Data Analyst,87600,United States,Global,Senior-level,Full-time,On-site
2024,Data Scientist,Data Scientist,170000,United States,Global,Senior-level,Full-time,On-site
2024,Data Scientist,Data Scientist,125000,United States,Global,Senior-level,Full-time,On-site
2024,Data Architect,Data Architect,283500,United States,Global,Senior-level,Full-time,On-site
2024,Data Architect,Data Architect,149000,United States,Global,Senior-level,Full-time,On-site
2024,ML/AI Engineer,ML Engineer,357900,United States,Global,Senior-level,Full-time,On-site
2024,ML/AI Engineer,ML Engineer,189400,United States,Global,Senior-level,Full-time,On-site
2024,Data Scientist,Data Scientist,212000,United States,Global,Senior-level,Full-time,On-site
2024,Data Scientist,Data Scientist,93400,United States,Global,Senior-level,Full-time,On-site
2024,Data Engineer,Data Engineer,128656,United States,Global,Senior-level,Full-time,On-site
2024,Data Engineer,Data Engineer,103330,United States,Global,Senior-level,Full-time,On-site
2024,ML/AI Engineer,Machine Learning Engineer,250900,United States,Global,Senior-level,Full-time,On-site
2024,ML/AI Engineer,Machine Learning Engineer,135200,United States,Global,Senior-level,Full-time,On-site
2024,Data Scientist,Applied Scientist,414000,United States,Global,Senior-level,Full-time,On-site
2024,Data Scientist,Applied Scientist,216000,United States,Global,Senior-level,Full-time,On-site
2024,Other,Data Specialist,69000,United States,Global,Mid-level,Full-time,On-site
2024,Other,Data Specialist,51000,United States,Global,Mid-level,Full-time,On-site
2024,Data Analyst,Data Analyst,109000,United States,Global,Senior-level,Full-time,On-site
2024,Data Analyst,Data Analyst,62300,United States,Global,Senior-level,Full-time,On-site
2024,Data Analyst,Analytics Engineer,134160,United States,Global,Mid-level,Full-time,On-site
2024,Data Analyst,Analytics Engineer,72240,United States,Global,Mid-level,Full-time,On-site
2024,Data Analyst,Data Analyst,90500,United States,Global,Mid-level,Full-time,On-site
2024,Data Analyst,Data Analyst,42400,United States,Global,Mid-level,Full-time,On-site
2024,Data Architect,Data Architect,381500,United States,Global,Senior-level,Full-time,On-site
2024,Data Architect,Data Architect,202500,United States,Global,Senior-level,Full-time,On-site
2024,ML/AI Engineer,Machine Learning Engineer,257000,United States,Global,Senior-level,Full-time,On-site
2024,ML/AI Engineer,Machine Learning Engineer,129000,United States,Global,Senior-level,Full-time,On-site
2024,Data Analyst,Data Analyst,120000,United States,Global,Entry-level,Full-time,Remote
2024,Data Analyst,Data Analyst,100000,United States,Global,Entry-level,Full-time,Remote
2024,Data Analyst,Data Analyst,80000,United States,Global,Entry-level,Full-time,On-site
2024,Data Analyst,Data Analyst,45700,United States,Global,Entry-level,Full-time,On-site
2024,Data Scientist,Data Science,138000,United States,Global,Senior-level,Full-time,On-site
2024,Data Scientist,Data Science,86000,United States,Global,Senior-level,Full-time,On-site
2024,Data Scientist,Data Science,152000,United States,Global,Senior-level,Full-time,On-site
2024,Data Scientist,Data Science,133200,United States,Global,Senior-level,Full-time,On-site
2024,Data Analyst,Data Analyst,135000,United States,Global,Senior-level,Full-time,On-site
2024,Data Analyst,Data Analyst,120000,United States,Global,Senior-level,Full-time,On-site
2024,Data Engineer,Data Engineer,175000,United States,Global,Senior-level,Full-time,On-site
2024,Data Engineer,Data Engineer,150000,United States,Global,Senior-level,Full-time,On-site
2024,Other,Data Developer,100000,United States,Global,Mid-level,Full-time,On-site
2024,Other,Data Developer,95000,United States,Global,Mid-level,Full-time,On-site
2024,Data Analyst,Data Analyst,134200,United States,Global,Senior-level,Full-time,Remote
2024,Data Analyst,Data Analyst,117000,United States,Global,Senior-level,Full-time,Remote
2024,Data Scientist,Research Scientist,179000,United States,Global,Mid-level,Full-time,On-site
2024,Data Scientist,Research Scientist,112000,United States,Global,Mid-level,Full-time,On-site
2024,Data Architect,Data Architect,234000,United States,Global,Senior-level,Full-time,On-site
2024,Data Architect,Data Architect,146000,United States,Global,Senior-level,Full-time,On-site
2024,Data Analyst,Data Analyst,75065,United States,Global,Entry-level,Full-time,Remote
2024,Data Analyst,Data Analyst,41419,United States,Global,Entry-level,Full-time,Remote
2024,Data Engineer,Data Engineer,107800,United States,Global,Mid-level,Full-time,On-site
2024,Data Engineer,Data Engineer,61600,United States,Global,Mid-level,Full-time,On-site
2024,ML/AI Engineer,ML Engineer,324000,United States,Global,Senior-level,Full-time,On-site
2024,ML/AI Engineer,ML Engineer,159000,United States,Global,Senior-level,Full-time,On-site
2024,Data Analyst,Data Analyst,80000,United States,Global,Entry-level,Full-time,Remote
2024,Data Analyst,Data Analyst,75000,United States,Global,Entry-level,Full-time,Remote
2024,Data Scientist,Research Scientist,179000,United States,Global,Senior-level,Full-time,On-site
2024,Data Scientist,Research Scientist,112000,United States,Global,Senior-level,Full-time,On-site
2024,Data Engineer,Data Engineer,247300,United States,Global,Senior-level,Full-time,On-site
2024,Data Engineer,Data Engineer,139700,United States,Global,Senior-level,Full-time,On-site
2024,Data Analyst,Data Analyst,93000,United States,Global,Entry-level,Full-time,On-site
2024,Data Analyst,Data Analyst,65750,United States,Global,Entry-level,Full-time,On-site
2024,Data Scientist,Research Scientist,234000,United States,Global,Senior-level,Full-time,On-site
2024,Data Scientist,Research Scientist,146000,United States,Global,Senior-level,Full-time,On-site
2024,Data Engineer,Data Engineer,130000,United States,Global,Mid-level,Full-time,On-site
2024,Data Engineer,Data Engineer,90800,United States,Global,Mid-level,Full-time,On-site
2024,Data Engineer,Data Engineer,166000,United States,Global,Mid-level,Full-time,On-site
2024,Data Engineer,Data Engineer,73100,United States,Global,Mid-level,Full-time,On-site
2024,Data Scientist,Data Scientist,166000,United States,Global,Mid-level,Full-time,On-site
2024,Data Scientist,Data Scientist,73100,United States,Global,Mid-level,Full-time,On-site
2024,ML/AI Engineer,Machine Learning Engineer,186754,United States,Global,Senior-level,Full-time,On-site
2024,ML/AI Engineer,Machine Learning Engineer,101000,United States,Global,Senior-level,Full-time,On-site
2024,Data Scientist,Data Scientist,80000,United States,Global,Senior-level,Full-time,On-site
2024,Data Scientist,Data Scientist,67500,United States,Global,Senior-level,Full-time,On-site
2024,Data Engineer,Data Engineer,138000,United States,Global,Senior-level,Full-time,On-site
2024,Data Engineer,Data Engineer,86000,United States,Global,Senior-level,Full-time,On-site
2024,Data Engineer,Data Engineer,106050,United States,Global,Mid-level,Full-time,On-site
2024,Data Engineer,Data Engineer,80420,United States,Global,Mid-level,Full-time,On-site
2024,Data Analyst,Data Analyst,179000,United States,Global,Entry-level,Full-time,On-site
2024,Data Analyst,Data Analyst,112000,United States,Global,Entry-level,Full-time,On-site
2024,Other,Research Engineer,234000,United States,Global,Senior-level,Full-time,On-site
2024,Other,Research Engineer,146000,United States,Global,Senior-level,Full-time,On-site
2024,Data Architect,Data Architect,186000,United States,Global,Senior-level,Full-time,On-site
2024,Data Architect,Data Architect,81800,United States,Global,Senior-level,Full-time,On-site
2024,Data Engineer,Data Engineer,160000,United States,Global,Senior-level,Full-time,On-site
2024,Data Engineer,Data Engineer,94100,United States,Global,Senior-level,Full-time,On-site
2024,Data Engineer,Data Engineer,225000,United States,Global,Executive-level,Full-time,On-site
2024,Data Engineer,Data Engineer,215000,United States,Global,Executive-level,Full-time,On-site
2024,ML/AI Engineer,Machine Learning Engineer,303400,United States,Global,Senior-level,Full-time,Remote
2024,ML/AI Engineer,Machine Learning Engineer,216700,United States,Global,Senior-level,Full-time,Remote
2024,ML/AI Engineer,Machine Learning Engineer,166000,United States,Global,Mid-level,Full-time,On-site
2024,ML/AI Engineer,Machine Learning Engineer,73100,United States,Global,Mid-level,Full-time,On-site
2024,Other,Data Modeler,130000,United States,Global,Senior-level,Full-time,Remote
2024,Other,Data Modeler,110000,United States,Global,Senior-level,Full-time,Remote
2024,Data Engineer,Data Engineer,115000,United States,Global,Mid-level,Full-time,On-site
2024,Data Engineer,Data Engineer,80000,United States,Global,Mid-level,Full-time,On-site
2024,ML/AI Engineer,Machine Learning Engineer,195000,United States,Global,Senior-level,Full-time,Remote
2024,ML/AI Engineer,Machine Learning Engineer,170000,United States,Global,Senior-level,Full-time,Remote
2024,Data Scientist,Research Scientist,295000,United States,Global,Senior-level,Full-time,On-site
2024,Data Engineer,Data Engineer,152375,United States,Global,Senior-level,Full-time,Remote
2024,Data Engineer,Data Engineer,94000,United States,Global,Senior-level,Full-time,Remote
2024,Other,Data Developer,180000,United States,Global,Senior-level,Full-time,Remote
2024,Other,Data Developer,130000,United States,Global,Senior-level,Full-time,Remote
2024,Data Analyst,Analytics Engineer,195000,United States,Global,Senior-level,Full-time,Remote
2024,Data Analyst,Analytics Engineer,165000,United States,Global,Senior-level,Full-time,Remote
2024,Data Scientist,Data Scientist,218000,United States,Global,Mid-level,Full-time,On-site
2024,Data Scientist,Data Scientist,152600,United States,Global,Mid-level,Full-time,On-site
2024,Data Scientist,Machine Learning Scientist,750000,United States,Global,Mid-level,Full-time,On-site
2024,Data Scientist,Machine Learning Scientist,150000,United States,Global,Mid-level,Full-time,On-site
2024,Data Scientist,Data Scientist,136197,United States,Global,Senior-level,Full-time,On-site
2024,Data Scientist,Data Scientist,100000,United States,Global,Senior-level,Full-time,On-site
2024,Other,Research Engineer,295000,United States,Global,Senior-level,Full-time,On-site
2024,Data Engineer,Data Engineer,179000,United States,Global,Executive-level,Full-time,On-site
2024,Data Engineer,Data Engineer,112000,United States,Global,Executive-level,Full-time,On-site
2024,Data Scientist,Data Scientist,175100,United States,Global,Mid-level,Full-time,On-site
2024,Data Scientist,Data Scientist,82915,United States,Global,Mid-level,Full-time,On-site
2024,Data Scientist,Data Science Consultant,112000,United States,Global,Senior-level,Full-time,On-site
2024,Data Scientist,Data Science Consultant,109000,United States,Global,Senior-level,Full-time,On-site
2024,Data Analyst,Analytics Engineer,116550,United States,Global,Mid-level,Full-time,On-site
2024,Data Analyst,Analytics Engineer,79200,United States,Global,Mid-level,Full-time,On-site
2024,Data Scientist,Data Scientist,168000,United States,Global,Mid-level,Full-time,Remote
2024,Data Scientist,Data Scientist,120000,United States,Global,Mid-level,Full-time,Remote
2024,ML/AI Engineer,Machine Learning Engineer,210000,United States,Global,Senior-level,Full-time,On-site
2024,ML/AI Engineer,Machine Learning Engineer,160000,United States,Global,Senior-level,Full-time,On-site
2024,Data Engineer,Data Engineer,116000,United States,Global,Senior-level,Full-time,On-site
2024,Data Engineer,Data Engineer,90000,United States,Global,Senior-level,Full-time,On-site
2024,Data Scientist,Research Scientist,247600,United States,Global,Senior-level,Full-time,On-site
2024,Data Scientist,Research Scientist,127300,United States,Global,Senior-level,Full-time,On-site
2024,Data Scientist,Data Scientist,190600,United States,Global,Senior-level,Full-time,Remote
2024,Data Scientist,Data Scientist,94400,United States,Global,Senior-level,Full-time,Remote
2024,ML/AI Engineer,Machine Learning Engineer,258100,United States,Global,Senior-level,Full-time,On-site
2024,ML/AI Engineer,Machine Learning Engineer,151900,United States,Global,Senior-level,Full-time,On-site
2024,Other,Research Engineer,720000,United States,Global,Mid-level,Full-time,On-site
2024,Other,Research Engineer,100000,United States,Global,Mid-level,Full-time,On-site
2024,Data Analyst,Data Analyst,171000,United States,Global,Senior-level,Full-time,On-site
2024,Data Analyst,Data Analyst,93000,United States,Global,Senior-level,Full-time,On-site
2024,Data Scientist,Data Science Consultant,104000,United States,Global,Senior-level,Full-time,On-site
2024,Data Scientist,Data Science Consultant,80000,United States,Global,Senior-level,Full-time,On-site
2024,Data Analyst,Data Analyst,158000,United States,Global,Mid-level,Full-time,On-site
2024,Data Analyst,Data Analyst,106000,United States,Global,Mid-level,Full-time,On-site
2024,Data Scientist,Research Scientist,720000,United States,Global,Mid-level,Full-time,On-site
2024,Data Scientist,Research Scientist,100000,United States,Global,Mid-level,Full-time,On-site
2024,Data Analyst,Data Analyst,140130,United States,Global,Senior-level,Full-time,On-site
2024,Data Analyst,Data Analyst,84870,United States,Global,Senior-level,Full-time,On-site
2024,Data Scientist,Data Scientist,220000,United States,Global,Senior-level,Full-time,Remote
2024,Data Scientist,Data Scientist,170000,United States,Global,Senior-level,Full-time,Remote
